,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
4168,South Carolina,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered and Unsheltered Count,2012,1324.0,786.0,57.0,56.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,South Carolina,SC-502,Columbia/Midlands CoC,Sheltered and Unsheltered Count,2012,1648.0,1306.0,174.0,31.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,South Carolina,SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered and Unsheltered Count,2012,1460.0,819.0,239.0,12.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,South Dakota,SD-500,South Dakota Statewide CoC,Sheltered and Unsheltered Count,2012,859.0,512.0,138.0,125.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,Tennessee,TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,2012,548.0,364.0,70.0,55.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,Tennessee,TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,2012,2076.0,1386.0,265.0,76.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,Tennessee,TN-502,Knoxville/Knox County CoC,Sheltered and Unsheltered Count,2012,854.0,772.0,174.0,132.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,Tennessee,TN-503,Central Tennessee CoC,Sheltered and Unsheltered Count,2012,245.0,190.0,29.0,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,Tennessee,TN-504,Nashville-Davidson County CoC,Sheltered and Unsheltered Count,2012,1934.0,1690.0,1055.0,695.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,Tennessee,TN-506,Upper Cumberland CoC,Sheltered and Unsheltered Count,2012,658.0,480.0,39.0,2.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,Tennessee,TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,2012,1692.0,1071.0,256.0,37.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,Tennessee,TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2012,424.0,303.0,56.0,31.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,Tennessee,TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Unsheltered Count,2012,218.0,149.0,75.0,9.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,Tennessee,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,2012,777.0,500.0,247.0,62.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,Texas,TX-500,San Antonio/Bexar County CoC,Sheltered and Unsheltered Count,2012,3670.0,1289.0,539.0,285.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,Texas,TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2012,2244.0,1572.0,733.0,292.0,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,Texas,TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,2012,3447.0,1598.0,442.0,298.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,Texas,TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered and Unsheltered Count,2012,2123.0,1269.0,225.0,187.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,Texas,TX-603,El Paso City & County CoC,Sheltered and Unsheltered Count,2012,1236.0,742.0,115.0,75.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,Texas,TX-604,Waco/McLennan County CoC,Sheltered and Unsheltered Count,2012,319.0,162.0,34.0,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,Texas,TX-607,Texas Balance of State CoC,Sheltered and Unsheltered Count,2012,12764.0,7727.0,2895.0,670.0,2225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,Texas,TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2012,528.0,383.0,77.0,55.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,Texas,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered and Unsheltered Count,2012,226.0,182.0,118.0,88.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,Texas,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,2012,7187.0,5621.0,1422.0,178.0,1244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,Texas,TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2012,308.0,198.0,50.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,Utah,UT-500,Salt Lake City & County CoC,Sheltered and Unsheltered Count,2012,2463.0,1466.0,317.0,253.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,Utah,UT-503,Utah Balance of State CoC,Sheltered and Unsheltered Count,2012,879.0,453.0,99.0,44.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,Utah,UT-504,Provo/Mountainland CoC,Sheltered and Unsheltered Count,2012,185.0,130.0,27.0,2.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,Virginia,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,2012,933.0,747.0,76.0,43.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,Virginia,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered and Unsheltered Count,2012,652.0,456.0,83.0,49.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,Virginia,VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2012,561.0,429.0,149.0,140.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,Virginia,VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,2012,440.0,244.0,62.0,40.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,Virginia,VA-504,Charlottesville CoC,Sheltered and Unsheltered Count,2012,191.0,151.0,76.0,54.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,Virginia,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,2012,681.0,486.0,170.0,134.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,Virginia,VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,2012,332.0,248.0,42.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,Virginia,VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,2012,214.0,147.0,43.0,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,Virginia,VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered and Unsheltered Count,2012,313.0,182.0,80.0,67.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,Virginia,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered and Unsheltered Count,2012,193.0,109.0,63.0,25.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,Virginia,VA-521,Virginia Balance of State CoC,Sheltered and Unsheltered Count,2012,957.0,485.0,131.0,68.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,Virginia,VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2012,451.0,263.0,175.0,82.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,Virginia,VA-601,Fairfax County CoC,Sheltered and Unsheltered Count,2012,1534.0,697.0,358.0,230.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,Virginia,VA-602,Loudoun County CoC,Sheltered and Unsheltered Count,2012,168.0,70.0,18.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,Virginia,VA-603,Alexandria CoC,Sheltered and Unsheltered Count,2012,352.0,213.0,60.0,40.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,Virginia,VA-604,Prince William County CoC,Sheltered and Unsheltered Count,2012,452.0,157.0,60.0,21.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,Virgin Islands,VI-500,Virgin Islands CoC,Sheltered and Unsheltered Count,2012,484.0,438.0,193.0,2.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,Vermont,VT-500,Vermont Balance of State CoC,Sheltered and Unsheltered Count,2012,776.0,438.0,127.0,108.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,Vermont,VT-501,Burlington/Chittenden County CoC,Sheltered and Unsheltered Count,2012,384.0,215.0,101.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,Washington,WA-500,Seattle/King County CoC,Sheltered and Unsheltered Count,2012,8899.0,5748.0,846.0,618.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,Washington,WA-501,Washington Balance of State CoC,Sheltered and Unsheltered Count,2012,5342.0,2834.0,811.0,332.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,Washington,WA-502,Spokane City & County CoC,Sheltered and Unsheltered Count,2012,1185.0,662.0,82.0,59.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,Washington,WA-503,"Tacoma, Lakewood/Pierce County CoC",Sheltered and Unsheltered Count,2012,1997.0,687.0,219.0,111.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,Washington,WA-504,Everett/Snohomish County CoC,Sheltered and Unsheltered Count,2012,2061.0,902.0,172.0,69.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,Washington,WA-508,Vancouver/Clark County CoC,Sheltered and Unsheltered Count,2012,1020.0,440.0,83.0,38.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,Wisconsin,WI-500,Wisconsin Balance of State CoC,Sheltered and Unsheltered Count,2012,3618.0,1556.0,233.0,197.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,Wisconsin,WI-501,Milwaukee City & County CoC,Sheltered and Unsheltered Count,2012,1432.0,915.0,129.0,77.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,Wisconsin,WI-502,Racine City & County CoC,Sheltered and Unsheltered Count,2012,241.0,142.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,Wisconsin,WI-503,Madison/Dane County CoC,Sheltered and Unsheltered Count,2012,736.0,420.0,115.0,77.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,West Virginia,WV-500,"Wheeling, Weirton Area CoC",Sheltered and Unsheltered Count,2012,116.0,85.0,58.0,44.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,West Virginia,WV-501,"Huntington/Cabell, Wayne Counties CoC",Sheltered and Unsheltered Count,2012,274.0,176.0,37.0,23.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,West Virginia,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Sheltered and Unsheltered Count,2012,416.0,306.0,64.0,49.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,West Virginia,WV-508,West Virginia Balance of State CoC,Sheltered and Unsheltered Count,2012,1604.0,1175.0,251.0,99.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,Wyoming,WY-500,Wyoming Statewide CoC,Sheltered and Unsheltered Count,2012,1813.0,1302.0,452.0,99.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,Alaska,AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2013,1122.0,844.0,89.0,68.0,21.0,,,,,,,,,,,,,165.0,104.0,853.0,,,,,,,,,,,,165.0,103.0,802.0,,,,,,,,,,,,,0.0,1.0,51.0
4234,Alaska,AK-501,Alaska Balance of State CoC,Sheltered and Unsheltered Count,2013,824.0,518.0,95.0,70.0,25.0,,,,,,,,,,,,,204.0,85.0,535.0,,,,,,,,,,,,168.0,70.0,433.0,,,,,,,,,,,,,36.0,15.0,102.0
4235,Alabama,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Sheltered and Unsheltered Count,2013,1469.0,1089.0,427.0,156.0,271.0,,,,,,,,,,,,,259.0,108.0,1102.0,,,,,,,,,,,,200.0,60.0,700.0,,,,,,,,,,,,,59.0,48.0,402.0
4236,Alabama,AL-501,Mobile City & County/Baldwin County CoC,Sheltered and Unsheltered Count,2013,493.0,343.0,91.0,10.0,81.0,,,,,,,,,,,,,92.0,25.0,376.0,,,,,,,,,,,,88.0,15.0,157.0,,,,,,,,,,,,,4.0,10.0,219.0
4237,Alabama,AL-502,Florence/Northwest Alabama CoC,Sheltered and Unsheltered Count,2013,223.0,133.0,30.0,10.0,20.0,,,,,,,,,,,,,64.0,30.0,129.0,,,,,,,,,,,,59.0,29.0,109.0,,,,,,,,,,,,,5.0,1.0,20.0
4238,Alabama,AL-503,Huntsville/North Alabama CoC,Sheltered-Only Count,2013,586.0,457.0,120.0,46.0,74.0,,,,,,,,,,,,,85.0,35.0,466.0,,,,,,,,,,,,74.0,25.0,310.0,,,,,,,,,,,,,11.0,10.0,156.0
4239,Alabama,AL-504,Montgomery City & County CoC,Sheltered and Unsheltered Count,2013,515.0,446.0,69.0,11.0,58.0,,,,,,,,,,,,,46.0,63.0,406.0,,,,,,,,,,,,46.0,45.0,308.0,,,,,,,,,,,,,0.0,18.0,98.0
4240,Alabama,AL-505,Gadsden/Northeast Alabama CoC,Sheltered and Unsheltered Count,2013,399.0,275.0,40.0,20.0,20.0,,,,,,,,,,,,,10.0,59.0,330.0,,,,,,,,,,,,10.0,42.0,277.0,,,,,,,,,,,,,0.0,17.0,53.0
4241,Alabama,AL-506,Tuscaloosa City & County CoC,Sheltered and Unsheltered Count,2013,99.0,72.0,9.0,5.0,4.0,,,,,,,,,,,,,19.0,11.0,69.0,,,,,,,,,,,,19.0,10.0,66.0,,,,,,,,,,,,,0.0,1.0,3.0
4242,Alabama,AL-507,Alabama Balance of State CoC,Sheltered-Only Count,2013,905.0,572.0,72.0,37.0,35.0,,,,,,,,,,,,,119.0,175.0,611.0,,,,,,,,,,,,69.0,97.0,431.0,,,,,,,,,,,,,50.0,78.0,180.0
4243,Arkansas,AR-500,Little Rock/Central Arkansas CoC,Sheltered-Only Count,2013,1066.0,986.0,373.0,69.0,304.0,,,,,,,,,,,,,51.0,137.0,878.0,,,,,,,,,,,,51.0,31.0,481.0,,,,,,,,,,,,,0.0,106.0,397.0
4244,Arkansas,AR-501,Fayetteville/Northwest Arkansas CoC,Sheltered-Only Count,2013,668.0,379.0,65.0,27.0,38.0,,,,,,,,,,,,,210.0,133.0,325.0,,,,,,,,,,,,180.0,95.0,171.0,,,,,,,,,,,,,30.0,38.0,154.0
4245,Arkansas,AR-503,Arkansas Balance of State CoC,Sheltered and Unsheltered Count,2013,2014.0,1775.0,160.0,71.0,89.0,,,,,,,,,,,,,136.0,76.0,1802.0,,,,,,,,,,,,81.0,48.0,463.0,,,,,,,,,,,,,55.0,28.0,1339.0
4246,Arkansas,AR-505,Southeast Arkansas CoC,Sheltered-Only Count,2013,64.0,34.0,4.0,4.0,0.0,,,,,,,,,,,,,32.0,4.0,28.0,,,,,,,,,,,,32.0,4.0,27.0,,,,,,,,,,,,,0.0,0.0,1.0
4247,Arizona,AZ-500,Arizona Balance of State CoC,Sheltered-Only Count,2013,2435.0,1448.0,329.0,168.0,161.0,,,,,,,,,,,,,643.0,197.0,1595.0,,,,,,,,,,,,567.0,112.0,707.0,,,,,,,,,,,,,76.0,85.0,888.0
4248,Arizona,AZ-501,Tucson/Pima County CoC,Sheltered and Unsheltered Count,2013,2238.0,1602.0,360.0,166.0,194.0,,,,,,,,,,,,,397.0,232.0,1609.0,,,,,,,,,,,,387.0,174.0,1176.0,,,,,,,,,,,,,10.0,58.0,433.0
4249,Arizona,AZ-502,"Phoenix, Mesa/Maricopa County CoC",Sheltered-Only Count,2013,5889.0,3460.0,499.0,186.0,313.0,,,,,,,,,,,,,1558.0,513.0,3818.0,,,,,,,,,,,,1510.0,383.0,2415.0,,,,,,,,,,,,,48.0,130.0,1403.0
4250,California,CA-500,San Jose/Santa Clara City & County CoC,Sheltered-Only Count,2013,7631.0,6564.0,2518.0,259.0,2259.0,,,,,,,,,,,,,723.0,1063.0,5845.0,,,,,,,,,,,,509.0,179.0,1269.0,,,,,,,,,,,,,214.0,884.0,4576.0
4251,California,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,2013,7008.0,6329.0,2093.0,583.0,1510.0,,,,,,,,,,,,,455.0,1848.0,4705.0,,,,,,,,,,,,316.0,315.0,2062.0,,,,,,,,,,,,,139.0,1533.0,2643.0
4252,California,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered-Only Count,2013,4264.0,2922.0,1054.0,200.0,854.0,,,,,,,,,,,,,753.0,435.0,3076.0,,,,,,,,,,,,647.0,292.0,988.0,,,,,,,,,,,,,106.0,143.0,2088.0
4253,California,CA-503,Sacramento City & County CoC,Sheltered-Only Count,2013,2538.0,1737.0,440.0,155.0,285.0,,,,,,,,,,,,,501.0,226.0,1811.0,,,,,,,,,,,,493.0,172.0,1087.0,,,,,,,,,,,,,8.0,54.0,724.0
4254,California,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered-Only Count,2013,4280.0,3829.0,1168.0,134.0,1034.0,,,,,,,,,,,,,537.0,873.0,2870.0,,,,,,,,,,,,240.0,63.0,668.0,,,,,,,,,,,,,297.0,810.0,2202.0
4255,California,CA-505,Richmond/Contra Costa County CoC,Sheltered-Only Count,2013,2000.0,1703.0,754.0,160.0,594.0,,,,,,,,,,,,,193.0,148.0,1659.0,,,,,,,,,,,,180.0,77.0,414.0,,,,,,,,,,,,,13.0,71.0,1245.0
4256,California,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered-Only Count,2013,2955.0,2292.0,1038.0,178.0,860.0,,,,,,,,,,,,,374.0,397.0,2184.0,,,,,,,,,,,,230.0,70.0,449.0,,,,,,,,,,,,,144.0,327.0,1735.0
4257,California,CA-507,Marin County CoC,Sheltered and Unsheltered Count,2013,676.0,438.0,89.0,26.0,63.0,,,,,,,,,,,,,149.0,53.0,474.0,,,,,,,,,,,,148.0,24.0,333.0,,,,,,,,,,,,,1.0,29.0,141.0
4258,California,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered-Only Count,2013,3536.0,2992.0,989.0,74.0,915.0,,,,,,,,,,,,,425.0,882.0,2229.0,,,,,,,,,,,,208.0,44.0,389.0,,,,,,,,,,,,,217.0,838.0,1840.0
4259,California,CA-509,Mendocino County CoC,Sheltered-Only Count,2013,1392.0,1267.0,227.0,29.0,198.0,,,,,,,,,,,,,55.0,113.0,1224.0,,,,,,,,,,,,26.0,27.0,121.0,,,,,,,,,,,,,29.0,86.0,1103.0
4260,California,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered-Only Count,2013,1201.0,941.0,205.0,65.0,140.0,,,,,,,,,,,,,146.0,99.0,956.0,,,,,,,,,,,,64.0,34.0,458.0,,,,,,,,,,,,,82.0,65.0,498.0
4261,California,CA-511,Stockton/San Joaquin County CoC,Sheltered-Only Count,2013,1541.0,794.0,204.0,137.0,67.0,,,,,,,,,,,,,443.0,96.0,1002.0,,,,,,,,,,,,428.0,85.0,765.0,,,,,,,,,,,,,15.0,11.0,237.0
4262,California,CA-512,Daly/San Mateo County CoC,Sheltered-Only Count,2013,1995.0,1374.0,889.0,32.0,857.0,,,,,,,,,,,,,327.0,135.0,1533.0,,,,,,,,,,,,226.0,54.0,416.0,,,,,,,,,,,,,101.0,81.0,1117.0
4263,California,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,2013,705.0,547.0,187.0,11.0,176.0,,,,,,,,,,,,,101.0,60.0,544.0,,,,,,,,,,,,96.0,46.0,267.0,,,,,,,,,,,,,5.0,14.0,277.0
4264,California,CA-514,Fresno City & County/Madera County CoC,Sheltered-Only Count,2013,3131.0,2421.0,793.0,44.0,749.0,,,,,,,,,,,,,403.0,407.0,2321.0,,,,,,,,,,,,202.0,84.0,308.0,,,,,,,,,,,,,201.0,323.0,2013.0
4265,California,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,2013,908.0,689.0,222.0,39.0,183.0,,,,,,,,,,,,,127.0,72.0,709.0,,,,,,,,,,,,104.0,26.0,255.0,,,,,,,,,,,,,23.0,46.0,454.0
4266,California,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,2013,851.0,631.0,199.0,87.0,112.0,,,,,,,,,,,,,70.0,204.0,577.0,,,,,,,,,,,,63.0,156.0,285.0,,,,,,,,,,,,,7.0,48.0,292.0
4267,California,CA-517,Napa City & County CoC,Sheltered-Only Count,2013,245.0,168.0,81.0,46.0,35.0,,,,,,,,,,,,,46.0,21.0,178.0,,,,,,,,,,,,45.0,21.0,111.0,,,,,,,,,,,,,1.0,0.0,67.0
4268,California,CA-518,Vallejo/Solano County CoC,Sheltered-Only Count,2013,1329.0,1163.0,414.0,109.0,305.0,,,,,,,,,,,,,103.0,156.0,1070.0,,,,,,,,,,,,74.0,26.0,340.0,,,,,,,,,,,,,29.0,130.0,730.0
4269,California,CA-519,"Chico, Paradise/Butte County CoC",Sheltered-Only Count,2013,712.0,599.0,312.0,48.0,264.0,,,,,,,,,,,,,77.0,74.0,561.0,,,,,,,,,,,,67.0,29.0,193.0,,,,,,,,,,,,,10.0,45.0,368.0
4270,California,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,2013,372.0,345.0,181.0,59.0,122.0,,,,,,,,,,,,,20.0,31.0,321.0,,,,,,,,,,,,16.0,11.0,90.0,,,,,,,,,,,,,4.0,20.0,231.0
4271,California,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered-Only Count,2013,474.0,345.0,134.0,37.0,97.0,,,,,,,,,,,,,84.0,36.0,354.0,,,,,,,,,,,,84.0,23.0,169.0,,,,,,,,,,,,,0.0,13.0,185.0
4272,California,CA-522,Humboldt County CoC,Sheltered-Only Count,2013,864.0,600.0,276.0,26.0,250.0,,,,,,,,,,,,,114.0,183.0,567.0,,,,,,,,,,,,62.0,18.0,100.0,,,,,,,,,,,,,52.0,165.0,467.0
4273,California,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered-Only Count,2013,696.0,487.0,303.0,85.0,218.0,,,,,,,,,,,,,118.0,54.0,524.0,,,,,,,,,,,,74.0,11.0,187.0,,,,,,,,,,,,,44.0,43.0,337.0
4274,California,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,2013,1485.0,750.0,104.0,51.0,53.0,,,,,,,,,,,,,473.0,58.0,954.0,,,,,,,,,,,,316.0,58.0,732.0,,,,,,,,,,,,,157.0,0.0,222.0
4275,California,CA-525,El Dorado County CoC,Sheltered-Only Count,2013,180.0,141.0,55.0,17.0,38.0,,,,,,,,,,,,,26.0,17.0,137.0,,,,,,,,,,,,24.0,13.0,94.0,,,,,,,,,,,,,2.0,4.0,43.0
4276,California,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered-Only Count,2013,376.0,257.0,130.0,20.0,110.0,,,,,,,,,,,,,71.0,36.0,269.0,,,,,,,,,,,,62.0,13.0,61.0,,,,,,,,,,,,,9.0,23.0,208.0
